session_key,driver_number,avg_race_pace,best_race_pace,pace_consistency,clean_laps_count
9140,27,137.39249999999998,123.472,21.36243582787319,10
9140,44,129.45933333333335,120.92,18.194005599372556,9
9140,18,130.7037777777778,123.356,15.080996085950177,9
9140,11,144.65385714285713,122.516,27.76847608007187,7
9140,31,132.20655555555555,123.061,15.452544839856568,9
9140,63,131.5961111111111,121.935,15.814365909233004,9
9140,3,130.64177777777775,122.967,15.629640629088197,9
9140,23,136.4017,123.674,22.228802587084072,10
9140,2,138.34089999999998,123.482,21.262393940946538,10
9140,22,132.965,122.08,15.14062870226993,9
9141,16,113.21220930232558,110.436,3.067987672711774,43
9141,24,114.51093023255815,110.188,3.389934164238851,43
9141,11,113.01069767441858,110.308,3.207613833001276,43
9141,44,113.60258139534886,107.305,4.048743398427749,43
9141,3,114.63595348837208,110.994,3.970694577319766,43
9141,2,114.71055813953487,110.236,3.676406587328017,43
9141,55,117.08836363636364,113.138,3.263063278073222,22
9141,1,112.437,108.922,3.10025743170743,43
9141,14,113.68288372093022,110.938,3.536069799793891,43
9141,4,114.0776046511628,111.682,3.567187148090449,43
9141,63,113.78469767441858,110.603,3.2290261803041647,43
9141,23,114.56453488372092,109.841,3.878665574093611,43
9141,18,114.17893023255813,111.297,3.7319997600887294,43
9141,22,114.21200000000002,111.394,3.2896157034204583,43
9141,10,114.20197674418604,110.911,3.089195499281265,43
9141,77,114.29018604651164,110.515,3.2303100120710364,43
9141,31,114.02981395348837,110.439,3.339621123761924,43
9141,20,114.6133488372093,110.993,3.0535165277003316,43
9141,27,114.82860465116282,109.907,3.337502595964996,43
9149,1,79.85698412698414,73.889,8.063916041173718,63
9149,16,85.17252631578947,77.277,11.672487691349012,38
9149,4,82.46666153846154,74.39,11.005207523425167,65
9149,2,92.50815384615386,77.399,14.171022315780855,13
9149,18,83.43998484848484,75.171,11.495763482514798,66
9149,63,84.09297014925373,75.124,12.782425439653757,67
9149,10,80.43207936507936,74.441,7.87122533868198,63
9149,23,81.47798412698414,74.468,9.999135305344293,63
9149,44,82.05918461538461,73.904,10.309669567468426,65
9149,27,82.30199999999999,74.472,10.075044805918722,64
9149,24,81.82553448275863,75.417,10.145771419255047,58
9149,14,80.51019047619046,73.837,8.707949906610445,63
9149,31,81.04008064516128,74.57,8.805774328131507,62
9149,81,82.0560625,74.299,10.495691433283392,64
9149,55,80.74103174603175,74.934,8.34721362041145,63
9149,11,80.41298412698413,74.231,8.436129651667521,63
9149,77,82.94767692307693,74.698,10.480312239068327,65
9149,22,82.23028124999999,76.253,9.544607626562744,64
9149,40,83.47530303030302,74.82,10.727164591991817,66
9149,20,81.88933333333333,75.489,8.937444222248688,63
9157,55,86.90437999999999,85.501,3.027605155085788,50
9157,16,86.87530000000001,85.58,2.876101615033794,50
9157,63,86.99663999999999,85.847,2.779357103463215,50
9157,23,87.50928000000002,86.389,3.021774982100584,50
9157,1,86.66475999999999,85.24,2.8944250746310676,50
9157,81,88.01516326530611,85.072,4.89641518250401,49
9157,44,87.33622,85.582,2.9056472269969555,50
9157,4,87.50157999999999,86.144,2.825949839163708,50
9157,11,86.74802000000001,85.522,2.791977687546069,50
9157,14,87.48194000000001,86.105,2.9880919474009584,50
9157,27,88.3778775510204,85.894,4.291977092167883,49
9157,77,87.82273469387754,85.988,2.9185813532684435,49
9157,2,87.99677551020409,86.84,2.9864249688193656,49
9157,24,88.13697959183675,85.983,4.218470746262777,49
9157,10,88.14004081632653,85.758,4.401396350208948,49
9157,31,88.92952631578947,86.963,4.457695645988153,38
9157,20,88.5163469387755,86.278,4.2790900295848555,49
9157,40,87.98032653061225,85.842,4.132760157105231,49
9157,18,88.1828775510204,86.617,3.246850214904779,49
9165,55,100.92761016949153,97.666,6.200430174222756,59
9165,63,101.89679661016949,96.273,9.987548780735668,59
9165,44,101.86396666666666,95.867,9.910992878081313,60
9165,16,102.15474999999998,98.275,8.688203942703003,60
9165,4,101.84173333333332,98.046,8.803079362738172,60
9165,14,103.33970000000001,96.456,10.498195675964869,60
9165,20,102.24542372881355,98.107,7.219325415528053,59
9165,31,102.525125,99.93,7.749954111319894,40
9165,27,103.30913333333334,99.923,7.516960299975811,60
9165,40,103.00623333333333,99.028,7.732439559275785,60
9165,11,102.96203333333332,97.108,9.00560765031502,60
9165,23,102.21172881355932,97.342,6.750063853671179,59
9165,1,102.2825,96.575,9.037947456161657,60
9165,10,102.60078333333334,98.277,8.075541300200435,60
9165,81,102.65343333333334,98.492,7.862130606486152,60
9165,77,104.2556530612245,98.075,9.287591164987786,49
9165,2,102.13733898305085,98.531,8.620894554371493,59
9165,24,103.49616666666667,99.316,7.6997774877967675,60
9173,1,98.62916326530613,94.183,5.1428169135331325,49
9173,81,99.34602040816327,96.328,5.807051150289176,49
9173,16,99.4892857142857,96.362,4.722853388048374,49
9173,4,99.0094081632653,95.247,5.476358579226283,49
9173,11,115.76381818181818,99.704,23.76739477022327,11
9173,55,99.60734693877552,96.187,4.749106084969309,49
9173,44,99.56930612244898,95.611,4.908171202206589,49
9173,63,99.72681632653062,97.653,3.975724444852103,49
9173,22,100.6656875,97.768,4.395262387327683,48
9173,14,100.10312244897959,97.203,4.363408614225109,49
9173,40,100.65741666666668,98.267,4.4727781972079095,48
9173,10,100.19297959183673,96.371,4.915219999695656,49
9173,23,103.49504545454546,99.185,10.39786084445703,22
9173,31,100.98322,97.398,7.221219223445667,50
9173,20,101.152625,97.842,7.03270198861279,48
9173,77,141.48316666666665,106.852,22.988253238701425,6
9173,27,100.76360416666667,97.25,5.456339743195411,48
9173,18,102.63968750000001,99.05,6.720928742554856,16
9173,24,100.64952083333333,97.791,4.406800378281823,48
9173,2,106.33972222222224,98.848,12.479800530106314,18
9220,55,101.94342857142856,88.644,21.096746372237245,14
9220,16,102.03257142857142,88.759,20.623364888898692,14
9220,81,93.3685,85.926,14.813746733110003,12
9220,27,117.2304,89.307,26.719065100078303,10
9220,11,112.9148888888889,88.584,24.353455845343827,9
9220,1,100.60907142857143,85.604,21.980477780431524,14
9220,4,106.23349999999999,85.662,23.967781616161307,16
9220,14,109.10623529411765,88.717,23.917257965038058,17
9220,63,90.40445454545454,87.22,4.621938800192758,11
9220,31,113.19077777777778,89.388,25.19026965803352,9
9220,44,108.42429411764705,87.968,23.358969633645835,17
9220,10,108.84823529411767,88.769,23.090546470713434,17
9220,77,108.67999999999999,89.017,22.501631815826155,17
9220,24,110.90166666666667,89.553,23.33791983774349,18
9220,18,111.07905555555556,89.536,23.713802534469053,18
9220,23,108.02582352941175,88.717,21.92335569442807,17
9220,20,108.55841176470588,89.56,21.86466800588001,17
9220,22,107.95223529411764,89.381,21.29055165892083,17
